Hybridization REF	TCGA-AP-A05J-01A-11R-A00V-07
OR6K3	0.9725
H2AFZ	-0.483916666666667
MLLT3	-0.222666666666667
COX4I2	2.631
CCNT2	-0.158428571428571
PLK4	-0.408875
NUMBL	-0.096
MED16	-0.146
PLEKHQ1	1.4305
GOSR1	0.575333333333333
BTG4	0.0563333333333333
RPL30	-0.0854166666666667
IGSF5	-0.5475
IGFL2	-1.789
ELMOD2	0.403
SHC3	0.450833333333333
HAVCR1	0.6115
DYNC2H1	-1.36414285714286
RNF5	0.0426666666666667
C2orf7	1.1475
NLF1	0.9415
KLHL25	1.277
LRP10	0.2858
KRI1	0.25875
PUS7L	-0.530833333333333
MGMT	2.0645
HOXD1	-2.174
CSH1	0.4595
ATG16L2	-1.10175
FLJ44635	0.1085
CHODL	0.674
EXOSC8	-0.65625
SLC28A1	0.091
MYO7B	1.056
SEH1L	-0.3869
MTNR1A	0.369833333333333
TSPAN5	-0.0853333333333333
CDC45L	-2.1885
AMIGO1	0.5765
ATAD3A	-0.69325
OSGIN2	-0.767166666666667
PDIK1L	-0.8155
DARC	0.6245
PIPSL	0.2645
SHMT1	0.48275
CRISP3	-0.572
POPDC2	0.387166666666667
ZRANB2	-0.427666666666667
FBXL8	0.3015
TRIP13	-1.24081818181818
EIF5AL1	0.0915
POU5F1P3	-4.72033333333333
IL6	-2.78066666666667
CXorf38	0.404666666666667
IFNA16	0.244
FBXL2	2.51433333333333
BRD1	0.10975
STATH	0.99075
FBXO44	0.3955
MCCC2	-0.0715
CDC2	-0.4952
C5orf23	-0.61
IVD	0.650666666666667
C10orf122	-0.28425
MSL3L1	0.9624
MVP	-0.156
EPOR	1.5547
ZMYM1	-1.11833333333333
BCL7C	2.29233333333333
PSTPIP2	0.6857
LYPD1	0.75575
OR8G5	-0.4685
ZP3	-0.602
BCAS4	0.37625
EDG6	1.0825
ISY1	0.36
PRAMEF2	-0.48875
CUL1	-0.123
RNF213	0.5795
CCRK	1.01725
DHX9	0.105125
C13orf29	-0.9605
NCKAP1	0.740666666666667
MRPL43	1.40942857142857
XPR1	1.81375
PKN2	0.512
PODNL1	-1.9345
ZNF333	0.08275
DALRD3	0.265
OPN1SW	0.4965
BTBD6	0.06075
C11orf82	-1.287
OR5P3	-1.566
DUSP11	-0.39975
L1CAM	1.0908
NEK11	0.354666666666667
OR7E91P	1.798
CNTN3	1.0391
CREB3L2	-0.016
ZBTB37	1.2995
KIAA1324L	0.22625
NDUFB10	0.505833333333333
NUDT2	-0.77325
GTPBP8	-0.4015
CACNA1D	-0.942142857142857
PRKAA2	0.0955
PRDM8	1.108
MGC16075	-0.570166666666667
KRT14	-1.20442857142857
PP8961	0.76725
MRPL18	-1.1
ABCG2	-1.5425
PACRG	2.56975
BBS2	-0.691
KREMEN2	-0.6295
FBXO21	1.5815
HNRPUL1	1.08458333333333
GRB10	-1.20025
CLSTN1	1.9525
LMAN2	0.2523
C17orf61	0.291
NIPSNAP3A	-0.2965
INSIG2	-2.1885
PCDHB7	0.689666666666667
STXBP2	-0.287125
CMAH	-0.0796363636363636
SEMA5B	-0.355
ZNF155	0.262666666666667
COQ6	-0.634166666666667
PRPF4	0.1905
TSPAN15	2.2394
VN1R5	0.4515
LATS2	0.407
SELK	1.0095
PGK2	1.768
MS4A1	-1.941125
TYW3	-0.6799
KRTAP5-1	0.995
RCCD1	-0.848
BTN1A1	1.2745
DDX28	0.078
TMEM65	0.398625
LOC92345	-0.11325
TTC31	0.36425
WDR46	-0.997833333333333
CHP2	1.02033333333333
LSP1	-0.483125
ZNF542	0.03725
EXOSC1	0.768
ARHGAP18	-1.93616666666667
LRRTM4	-0.350375
MAOB	-1.1495
CACNB4	-0.129
MGC33846	0.544625
RANBP3L	-1.47583333333333
ATP5L	0.241375
ONECUT1	-3.261
NUDT9	0.722
TMEM149	0.036
STX17	1.3385
IGSF10	-3.141
TMPRSS9	1.4375
BMPR2	0.849363636363636
ALLC	-0.29825
KLF7	-0.32425
GCC1	-0.031
TIMM9	-0.20675
CDO1	-2.82733333333333
MGC10701	-0.7635
IFI6	1.547
FRMD8	0.10075
MGAT2	-0.27475
WBP5	0.643
CNIH2	0.4425
KIAA0907	-0.7075
KCNH8	1.371
CTSG	-4.331
GRIK1	0.7635
CUL5	-0.183375
FRMD1	0.7225
OR9A4	null
SYT6	-2.694125
FOXD4L2	1.6325
ANAPC2	-0.0446666666666667
OPN5	0.282
TAF13	0.50025
LYG2	-0.959
GGNBP1	0.5315
C11orf40	1.0075
OTX2	-0.9675
REG4	0.0388333333333333
EIF5	-1.323875
PALB2	-0.3305
SEPSECS	-0.1932
RNASE3	-0.573
TRIM49	-1.0045
POLR2K	0.1486
GPR42	0.216
C8B	-3.3275
SASS6	0.88425
PREB	-0.487666666666667
OR3A3	1.1115
TUBA8	2.3985
IGLV2-14	-2.88775
STIL	-1.28125
ANKFN1	-1.28633333333333
NME7	-1.5375
HOXC12	-0.02025
UBE2C	1.074125
FHOD1	-1.79425
CDK2AP1	1.96908333333333
OR6K2	0.3605
DHPS	-0.054
RPL5	-0.31775
TRGV5	0.6825
LOC541472	0.228875
HCCS	-0.2778
DENND1B	-0.511
LHX3	2.0585
OR5D16	-0.2015
CXorf57	-2.919
IRF2BP1	1.2085
NDST2	1.2525
LCE3D	0.4125
BOLL	0.0545
SYT3	-0.96025
PIH1D2	0.5445
C20orf7	0.336166666666667
IL1R2	3.02166666666667
SLAMF9	-0.6535
PPME1	0.443375
PIK3CA	-0.89425
TRAPPC1	0.06875
COLEC10	-0.91675
SLC9A6	0.219666666666667
PDDC1	0.99925
CCDC53	-0.73525
GK3P	-2.203
DAZL	-1.14325
BRI3	0.3335
SDK1	1.69825
CYP2C18	0.42225
IFI44L	3.528625
RPL3L	0.992
FUT9	-1.5914
KIFC2	-0.394833333333333
PMP2	-0.772875
SLC4A9	-0.8675
PLAG1	-0.554833333333333
MYCBP2	0.631666666666667
OR4E2	-1.653
CCDC65	2.64125
C16orf82	0.444875
ENTPD4	-0.00600000000000002
BRP44L	-0.548375
PMP22CD	0.296333333333333
TMCO4	0.324833333333333
KCNN1	0.760666666666667
WDR35	-0.21325
CCDC80	1.114625
C3orf31	-0.8745
SLC7A9	-0.14475
TMEM190	1.707
DBC1	-0.5386
FADS3	-1.3545
PDZD8	0.908
GRM5	-0.14325
AZGP1	-2.4097
PEX3	-2.134
MED1	-0.872571428571429
ATG4C	-1.77516666666667
HNRPH3	-0.427
FAM109B	1.2465
C4orf17	0.4255
CA10	1.843
OPRD1	0.3095
CCL16	-1.892
SACM1L	-1.17
CST6	4.98875
CD63	0.666625
LGI1	0.42425
ZNF784	1.1755
CRYBB1	-1.824
CX3CL1	1.0311
TOP2A	-1.26875
GYPB	-3.5645
GADD45GIP1	0.2975
FEN1	-0.500625
IGF1R	0.6495625
WDR72	-1.008
PURG	-0.7105
DEFB126	1.0775
PKD1L1	0.77175
CAV1	-3.4969
GNPDA2	-0.5652
DGAT2	-1.284
NLGN1	-3.08575
STRBP	0.55675
HPRT1	-1.25166666666667
FANCI	-0.554375
PSMA7	0.180875
DBF4B	-0.289166666666667
TTF1	-0.36025
RAD54L	-0.523
ELOF1	0.44825
PLAGL2	3.485
ZNF256	1.259
HMGCL	-1.4205
MSI2	0.731333333333333
RPESP	2.3195
C11orf60	0.32225
ABCD1	1.1795
ACAA1	0.9289
SPARCL1	3.65292857142857
IL6ST	-1.2178
ZNF319	0.12725
TMEM109	-0.7247
FAM90A1	2.40033333333333
IL22RA1	0.258
ATP4B	0.7425
TEC	0.02
C7orf30	-1.73575
TXNDC2	-1.27466666666667
ABCB4	-0.9415
KIAA1191	1.036
C9orf38	0.3835
SFTPB	-0.0712857142857143
CNTNAP2	-2.3614
FRK	0.1505
TBX19	0.08875
CHD4	0.487
C6orf26	-2.47316666666667
MOSC2	0.86725
IKBKE	1.29475
HIF1A	-1.50966666666667
LOC595101	-0.7145
RELA	0.914166666666667
TMEM16B	-1.3785
ABHD12B	-1.699
TSEN34	0.464
KIF18A	-0.91825
TXNDC9	-1.64633333333333
SPATA2L	0.6585
SEMA4G	-0.11
C21orf91	0.55425
MATN1	-0.189
KCNIP4	0.3505
TUSC1	1.0375
OR4C15	1.26825
ARMCX6	0.382166666666667
WBSCR27	1.1195
OR52I2	-0.875
KIAA1604	0.66725
DYNC1I1	-0.408625
PPP4C	0.54175
SLC47A2	-1.59133333333333
TREH	0.217125
CD48	-1.79783333333333
ST14	3.914
PKN1	0.4035
SPON2	0.1805
XBP1	-1.67816666666667
SFRS12	-0.9345
EFCAB6	1.1785
SELT	-1.0795
SLC39A2	0.1105
ERF	1.17166666666667
ARL3	0.881125
SURF6	-0.9061
MLLT10	-1.41638095238095
FLJ11171	-2.1688
TDGF1	-2.15783333333333
ERCC6	0.6525
EIF2AK4	0.33375
BAZ1A	-0.474166666666667
LRRN3	0.163166666666667
TMC3	-0.237
EFTUD1	-0.032
PTPRO	0.957333333333333
CLEC12A	0.2755
ACBD4	-0.138625
ZDHHC14	0.7025
OTUD7B	1.543
ACTB	0.004125
MSRA	-0.027375
LCE5A	1.163
IFI35	-1.19425
BSCL2	0.461666666666667
ANKRD12	-0.237416666666667
CFHR2	0.584333333333333
RGAG1	-0.399166666666667
HSFY1	-0.7105
SLC30A5	-0.537454545454545
IMPG1	-0.3425
GPR109A	0.4745
ZNF185	1.8475
IYD	0.514
NPCDR1	-0.4805
SERPINA13	1.015
HMGCLL1	-2.105
NEUROG1	1.10716666666667
UBQLN1	-0.22525
LIN37	0.904
SOCS2	-0.378625
DSCR4	-1.655
XKR6	0.0325
GPR142	0.451
KRTAP13-3	-0.0775
CCDC15	-1.456
MOS	0.2155
CD1E	-3.1955
OFCC1	0.1022
FAM83D	-1.0455
SRFBP1	0.759
C9orf96	0.334
DHDH	0.27625
CCDC90A	0.3205
RABL3	0.06705
CD320	-1.01866666666667
ANGEL2	-0.46625
MRPL21	0.412
SMG6	0.879333333333333
INSR	0.756375
FLJ14816	0.9925
GLRB	-0.292833333333333
C9orf89	0.86575
CIZ1	0.138125
URG4	-0.015
LRDD	-0.560666666666667
CBY1	0.524166666666667
NFX1	0.249625
MTERFD2	0.0010714285714286
C19orf23	0.379
PGC	-3.061875
IER3IP1	-0.789
RASAL2	2.088
C1orf89	-0.76425
SYNJ1	-1.799
NFKBIE	1.1125
FLJ40125	-0.763333333333333
TCEB2	0.1854
NOG	-0.6195
POLR2J2	0.312166666666667
HLA-B	0.9545
PCDHA1	2.9665
PPP2R2B	1.90125
ARHGEF17	1.60383333333333
TCF7L2	0.216285714285714
CHD5	-0.661666666666667
ZNF431	-0.56
TBC1D25	-0.297
ZNF800	-0.371
SCUBE2	0.0432727272727273
MYCBP	-1.16816666666667
GPX5	-0.1195
C6orf129	1.2495
QSER1	-0.779666666666667
ULK2	1.036
PIGO	-0.461666666666667
NRCAM	2.96178571428571
SLC35E3	0.263
CSRP2	-0.80775
HYPE	0.38
MAPK15	0.674666666666667
MGC14327	0.26975
TIMM13	-0.561833333333333
ZNF462	2.4865
GBA3	-1.053
TEX13A	-0.9255
MCM6	-1.27422222222222
MTRF1	-1.198
ABCA7	-1.39125
EIF4A2	-0.3735
ZC3H10	0.8589
RPGR	1.28666666666667
C20orf94	0.47025
RP1L1	-0.16525
GPR125	1.207875
USP22	-0.138571428571429
OR1L4	-0.0253333333333333
MLZE	1.27425
FLJ32065	0.08175
PTCD1	-0.0615
CRTAC1	3.76616666666667
BXDC2	-1.42425
C18orf1	0.234666666666667
FAM107A	5.84042857142857
EFNA3	0.9225
P18SRP	-0.3276
CAMKK2	0.765833333333333
KIAA0649	-0.323
NES	-0.957333333333333
HS6ST3	-0.968625
PON2	-1.6225
TCP11L2	0.073
CLEC4A	-0.511
PRR12	0.9255
MLXIPL	-0.631
C2orf50	1.0885
ZNF28	-0.05225
ENC1	1.1705
MAP2K1	-0.796875
FKSG2	0.55425
KIAA0430	0.12825
PTP4A1	-2.82527777777778
GPR156	1.2035
GTF3C6	-0.3695
UBR2	0.2276
LOC388272	-0.895
MAK	0.964666666666667
ACOT4	0.25025
STC2	-1.6795
PIGW	-2.142875
SAE1	-0.637
COL6A1	-1.10909090909091
OAZ1	-1.241
STMN4	0.544666666666667
EDG3	-0.065
SGCE	-1.00016666666667
IL11	-2.202
PRSS8	3.75525
YIPF5	-1.04575
WNT4	4.1955
CSN2	0.4022
TCF7	-2.16525
TDO2	1.76325
SAMD9	0.6411875
S100A7A	1.0845
MMRN1	1.9756
GKAP1	0.84775
AKR1C3	-2.390375
RNF19A	0.241
GMDS	-0.881
YKT6	-0.421
SPARC	-0.7515
C12orf31	0.40675
UBE2V2	-1.33333333333333
FBXL18	-0.905
KIAA0460	1.12625
ADAM22	-0.098875
SERPINC1	-5.414
KCTD21	0.2745
MYOHD1	-1.8705
ZNF37A	1.04033333333333
GTF3C1	0.551666666666667
CTSZ	1.28475
PRNPIP	-0.394
DRD1IP	1.0225
NR1I2	-2.36616666666667
ZNF266	-0.4909
SPAG4L	1.234
COX4NB	-0.646
SAPS1	0.861833333333333
APOA1	-4.091375
TATDN1	-1.0425
C10orf82	3.52325
KPNB1	-0.80675
FOXO3	-0.133583333333333
CRYBB2	0.4605
ZBTB5	-0.0443333333333333
SLC25A38	0.597
DCTN2	-0.184666666666667
IFT20	-0.12075
CTHRC1	-3.14075
C1orf31	0.064625
UHRF1	-1.5845625
GPC6	2.15825
C10orf54	1.44325
MCF2L2	-0.2005
WNT9B	0.18175
OLA1	-1.566625
FAM120B	-0.4565
TTLL10	0.447
CYorf15A	-3.748
RELN	-1.36933333333333
SCN2B	0.801583333333333
MFHAS1	-0.63975
NKX3-2	-1.78516666666667
RASGRF2	-1.665
SSBP1	-0.1565
KPNA6	-0.0640714285714286
LOC389118	-0.487
HS3ST4	-2.3228
SUPT7L	-0.073875
FLJ32658	-1.4095
IGFBPL1	-1.23425
KIAA1641	-1.1758
SHKBP1	0.168833333333333
CSF1R	4.3775
NAGK	-0.153
MYL2	-0.16775
HIST1H4C	-0.627833333333333
TOMM7	-2.077
ADAMTSL3	1.8236
TNFSF14	-1.279
PRRT2	-2.60275
VTA1	-1.636875
AOAH	1.6185
CRISPLD2	0.712785714285714
PNN	-0.5134
TA-NFKBH	0.59825
ESPN	1.44625
RBM43	0.3865
KIAA1267	0.057125
DDX3X	0.0153888888888889
KIAA1576	-6.39
PLXDC1	1.97566666666667
FLJ25801	-5.47275
HNRNPL	0.30125
RUNDC3A	0.601333333333333
CASP12	-0.303
SH2D5	-1.49
RPL26L1	0.129
OR51A7	0.52925
HDC	1.485
C2orf16	0.0813333333333334
SYTL3	0.940875
GOLGA4	-0.081875
NOTCH1	0.198
ATPAF2	-0.3905
ECD	1.03375
SSX5	0.137833333333333
SNAP91	0.04975
OCA2	1.71775
PNPO	-0.461666666666667
DAPK1	0.927333333333333
PINX1	-0.593666666666667
SELENBP1	0.797
NEK3	0.209666666666667
TMED4	0.612714285714286
SSTR4	0.672
FOSL1	-2.8361
CD40LG	0.4455
CES1	-1.68141666666667
DCI	1.508
B3GAT3	-0.227
STK17B	-1.55825
CNTN6	2.05825
CYP3A4	-1.48
MBOAT2	0.640214285714286
PISD	0.598125
USP1	-1.183
PYDC1	-1.35933333333333
CENPM	-0.92275
SAR1B	-0.773
TTC7B	-0.6735
DP58	1.6315
GPC1	1.8475
RBL1	-2.197875
TMEM137	-2.8715
TOB1	-0.4275
TCEAL1	-1.27966666666667
CENPF	0.820454545454545
C6	0.3075
PRSS1	-1.991
PPIL6	0.5366
C6orf124	-0.471
ODZ4	1.04083333333333
SNCB	0.559
NDUFB9	1.161875
CNOT6L	-0.6235
S100A9	1.02333333333333
TRIM50	0.456
KCTD1	5.1107
WDR63	1.01825
SPEF2	1.56475
RNGTT	-1.78633333333333
CXorf22	0.722
KCNK16	0.451
CEP250	0.293
ATPBD1B	-0.437
KCNJ2	3.90525
MT1B	-2.6985
ZNF684	-0.3415
SLC4A1	0.5505
PDHA1	0.96325
ZNF492	0.25825
TKT	-0.91775
BYSL	-0.44825
RNF38	-0.179
AHDC1	0.9735
KLHL2	-0.5325
CMTM8	1.728
DMP1	-1.101
HERPUD2	-0.29975
CRTAM	0.8255
ZNF572	0.4395
TMEM16J	-0.1465
HSD17B2	-4.7355
UBE2G1	-0.40925
AHSA2	-2.8945
PELI2	1.6895
TPX2	0.97425
ATP9B	1.368
DAZAP1	-0.333285714285714
HMGCS2	0.095
C17orf38	0.305
B9D1	0.0345
NKX2-5	-1.25883333333333
KIAA1276	-0.384
LILRB2	3.3085
CSTF1	-0.427
BTN2A1	-0.436166666666667
C15orf48	0.79275
IGF2BP3	-0.729
FAM113B	-1.55633333333333
HRG	-0.200714285714286
ZNF131	-1.16775
USP47	-0.225285714285714
CCDC88B	-0.2555
HCN1	-1.00533333333333
HTN1	-0.185166666666667
SYCP3	0.00975000000000004
C13orf23	0.2452
PAPOLA	0.16575
AATK	0.7374
MSH3	0.6455
NDUFAB1	-1.03125
ITLN2	-0.943666666666667
BAK1	1.3245
MRPL45	-1.202
MTNR1B	0.2458
LOC645843	0.1165
SPECC1L	0.401125
PGCP	-0.0845
SPN	-1.491875
GPR143	1.876
ZNF576	0.871833333333333
TMEM39A	0.1798
ATP5D	0.292666666666667
MAGEB3	-0.289
RPS5	-1.28866666666667
ANP32E	-0.458214285714286
MTMR1	0.82275
YEATS4	-0.91975
SYNGAP1	0.592
PCOLCE	-1.84933333333333
MNS1	2.30625
PCYT2	0.500833333333333
ZNF182	0.15075
LAX1	-0.768
SPPL2B	0.8441
ELOVL5	-1.6725
PCDHAC1	0.482
B4GALNT1	-1.50966666666667
BLOC1S2	-0.667875
ZNF673	-0.5407
ARHGAP21	-0.855
IRX5	1.809625
LRFN5	0.5565
FAM7A1	0.47725
RAB19	0.3495
GINS1	-0.83425
ITM2B	0.7908
PAPSS2	-1.58358333333333
OR5BF1	0.98
ACSL3	-0.899875
KIAA1919	0.179083333333333
GLT8D2	-0.514625
UTRN	0.360571428571428
CNN1	-0.081
HISPPD2A	1.067
SDAD1	1.368
SIGLEC9	0.0201666666666667
RPL35	0.0223571428571429
C22orf26	-1.012
IMPDH2	-2.12925
WDR69	-0.467
SEC14L5	-0.832333333333333
CLTA	0.62075
RP11-529I10.4	1.057
GPR37L1	0.276
OGDH	0.258833333333333
ASB13	-0.464333333333333
ZFP14	-0.5825
ZCRB1	-0.573
KPNA3	0.31425
HSPA1L	1.79125
RHOC	-0.00674999999999999
LOC554175	-0.07175
PPP3CA	-0.2144
SLC1A7	-0.8879
ZNF529	-0.659166666666667
RBED1	0.64175
DDB2	-2.86125
FLJ11286	-0.265666666666667
SPATA1	1.327
MKNK1	-0.02
DYSF	1.00666666666667
ALKBH2	0.95825
NKD1	-1.55666666666667
C1orf174	-1.00325
PLEKHO1	1.45633333333333
ASB10	0.306
RING1	-0.0891666666666667
NPC2	1.373
AVPR1B	0.883
YTHDF1	-0.162416666666667
LMAN1L	0.4525
GSG2	0.4355
CEP170	-1.1515
RPS4Y2	-5.82375
MSH6	-1.311
HECTD2	-0.428833333333333
ZNF556	-1.54266666666667
PLEKHC1	-1.377
AIRE	0.662166666666667
BCL2L10	0.9955
LMOD3	0.2388
ZBTB8	0.8976
FOXA2	-3.6519
SLCO2A1	0.47175
C3orf46	0.065
PRDM16	2.96033333333333
TMEM98	2.309
FRMD5	0.1495
PDE6C	-0.404
C1orf216	-0.438833333333333
EP400	-0.0252857142857143
PTK2	0.302583333333333
RNF217	0.13175
NDUFA8	1.2995
ZFAT1	1.04725
LAMP3	1.463
GLTSCR2	0.7765
NPW	0.6845
LLGL2	1.7393
PPM1K	-1.23583333333333
C20orf177	-0.414
KIR2DL4	0.5539
NFKB2	0.8805
C21orf122	-0.555333333333333
HESX1	-0.5435
GPR114	-0.614333333333333
SLC25A35	-0.731
GNAT1	0.75375
ORAI3	-0.509
FAM76B	-0.73675
TMEM99	-1.3921
TRIM29	1.3465
CDS1	1.804
RHEB	-0.0728
C4orf27	-0.0773333333333333
RAB3A	1.326
OTUD6B	-0.9845
GPD1	-1.378125
CDH15	0.719333333333333
NPM1	-0.537714285714286
TMEM117	0.674
PRPS2	-0.395333333333333
GCK	0.282
ADRA2A	1.87416666666667
TSPYL4	-0.231666666666667
TASP1	-1.247
WDR19	0.8665
C10orf38	1.77775
PDE4C	-0.318666666666667
FYB	-2.33536363636364
C1orf55	-0.309666666666667
PPFIA3	0.043
RAD18	-0.70725
C12orf44	0.211666666666667
CRYBA4	-0.148
HVCN1	-0.4445
TAF10	0.472
C16orf48	-0.4765
DEPDC5	1.15483333333333
LTBP1	-0.6815
MAPRE1	0.984625
FGF8	-0.2915
C3orf52	-1.113625
SENP7	-0.3355
LRRK2	-2.11925
RUNDC2A	1.39766666666667
KIAA0355	0.411666666666667
CPEB1	-3.43525
PPEF2	-0.618
ABI2	0.398
KIAA0317	0.513375
ATF1	-0.8845
DYNC1H1	0.936375
DIP	0.1245
TMEM33	0.383117647058823
POLDIP3	-0.386
C7orf24	0.421
GPR171	0.05925
CDC6	-1.85516666666667
PLD1	-1.1441
ITFG2	0.665
NDUFC1	1.0295
AKNA	-1.1535
NBR1	-0.59925
PKHD1	0.218
HPS4	-0.2653
MAFA	1.28025
ULBP3	0.0225
DIRC1	0.7005
IMMT	-0.71775
C22orf13	0.282
CEL	0.1735
MARK3	-0.60975
ADAMTS2	-0.56975
ARPC3	0.142
TMEM10	0.413142857142857
NPHS1	0.326
BRD8	0.686666666666667
WDR12	-1.02275
IDI2	-0.187125
HOXD13	-1.38
OR8G2	0.386
SLAIN1	0.9345
GABRQ	1.0515
NR2C2	0.18975
NKTR	0.0033
TLE2	1.727
KIAA0892	-0.463833333333333
AURKA	-1.35827272727273
GPRC5C	1.68366666666667
TBC1D9B	-0.17075
PNPLA6	-0.464333333333333
AP3B1	0.0835
NAG	-0.492875
C11orf68	0.4565
AKR7A3	-0.8685
AHCYL1	-0.216833333333333
COP1	0.0428333333333334
RPP14	0.379583333333333
PCDHB18	0.07225
CDH24	1.08925
KRT17	0.8659
LACTB2	-1.4345
DDX24	0.4213
PHACTR1	-0.792
SLC35E2	0.4985
LOXL1	0.881
IQSEC2	0.614875
RGSL1	-0.518
PCDHGC5	1.045
MEGF10	-0.467428571428571
PRRX1	-0.993
ASTE1	0.00866666666666666
C6orf159	-0.9955
MYOD1	1.192
GAA	0.35125
ZNF747	1.43575
KLRC1	-2.430375
IL1RL2	0.4145
GDF9	1.03675
GPR119	0.55
TRAF2	0.132166666666667
HCK	3.981
BMP6	-1.683
IL8RA	0.4335
FLJ35848	-0.394
EFHA1	0.04925
CDSN	0.481666666666667
C14orf54	-0.247
LSM3	0.864125
ZFP41	0.8005
C9orf126	-0.7085
VIT	-4.31
SPCS3	-1.4675
DEF8	-0.9695
CHAF1A	-1.2525
C1orf165	1.406
ZFPM2	-2.622
FTH1	-0.2445
SLC35F1	-1.46533333333333
YWHAH	-0.411
C17orf66	0.0975
ADRB1	-0.4322
FOXL1	0.858
RG9MTD3	-0.250666666666667
UMPS	-0.0985
MGC13008	-0.0795
KIAA1161	0.878
CCDC77	-0.505
C12orf65	1.843
COG4	-0.847
RCP9	0.143583333333333
RP4-692D3.1	3.23466666666667
CDC2L5	0.271
MGC7036	1.54933333333333
DNAJC11	0.183
GDF2	0.163666666666667
TIMM17A	-0.92525
HNRNPA0	0.6788
OR2H1	-0.103333333333333
PCBP1	-0.00575
COL23A1	2.276
LRRC2	0.3935
NSD1	2.06642857142857
FLJ37078	-1.905125
WDR91	1.87933333333333
TMEM179	0.22625
DSCR10	-0.545
CNDP2	0.3684
FYN	-0.804
BEX2	0.814666666666667
KCND3	0.099
YPEL5	0.788875
LRRC42	-0.233666666666667
C17orf45	-0.631875
ZNF649	0.7277
LOC150763	0.6075
COL5A2	-0.863916666666667
CNGA2	0.0555
ELA2B	-0.3168
RAB9B	1.176
FAM100A	0.4025
NAIP	-0.481642857142857
MYOZ2	-0.903714285714286
SPATA12	-0.4285
XRCC4	-1.13775
CYB561	1.2109
CHST10	1.46875
BAI1	-1.5205
BRSK1	0.812
C17orf89	0.562125
PDE6H	-0.288
FLJ20309	-0.0723
MAP7	-0.9065
SCN4B	-2.87625
SPAG9	-1.377875
SERTAD1	0.484333333333333
FLJ21963	-0.0515
ANTXR1	0.0407
TMPRSS13	1.43933333333333
ETV7	1.946
DGAT1	0.891666666666667
NKIRAS1	-0.452333333333333
TAC3	-1.398
CORO1C	-1.2895
RAD54B	-0.92125
HRASLS3	-0.0875
C21orf42	0.191
BARD1	-1.91316666666667
ZNF177	-0.420666666666667
MIP	1.087
ZNF442	-0.648
F2	-4.3221
GRIA1	-0.21125
GALNTL2	-0.892
WNT5A	-1.6698
LENG9	0.0895
hCG_25371	-0.276
FOXR1	1.536
TRA@	0.3203
PWWP2	2.12725
C1QTNF7	1.51866666666667
SLC7A4	3.1295
C4orf7	-0.145
C17orf80	0.337666666666667
KLK4	0.2406
IL31	-0.552
TMEM176A	3.085
CTNNB1	-0.293875
BHLHB2	0.3665
TMEM185B	1.09833333333333
ARD1B	1.1005
C1orf93	1.199
BRUNOL4	1.38966666666667
LOC541469	2.2905
UPK2	2.62375
GAS8	0.539
PATE	0.5745
IMPACT	-0.546
WNK4	-3.381
HNRPLL	-1.25475
GAD2	-0.101
ITGA6	0.89
BMP15	0.939333333333333
CYP2A7	0.093
RIC8A	1.029625
CCND1	-0.792916666666667
USP35	1.454
DSCR2	-1.32075
CCL4	2.75566666666667
ZCCHC10	-0.212
NOL11	-0.9875
TRPM2	1.79908333333333
PSMD2	-0.547636363636364
CHTF18	0.21475
USP18	1.645375
RRAS	0.321625
LAMC3	2.106
TOX	-2.1145
PCDH15	-0.176
GABRG3	2.24375
NUDCD2	-0.7945
SGCZ	0.593
KCTD17	-0.3068
SPSB2	-0.793
TPPP3	2.339
CILP2	0.708
CALB2	2.9245
CEBPZ	-0.403
ZNF479	-0.293
FMOD	5.59866666666667
C21orf66	-1.02564285714286
CLN6	0.908166666666667
ANAPC1	-0.09875
SH2D3C	1.096
PTPN14	1.8127
TRIM42	-0.557
APTX	-0.04625
SNRPG	-0.0873333333333333
BMS1	0.99575
MAGEA3	-4.8965
NFATC3	-1.48475
LRRC45	1.035
ARS2	0.554142857142857
LRIG1	4.52283333333333
EPSTI1	0.786333333333333
PRSS27	0.0565
ERC2	0.087625
PRKACB	-1.5575
PRDM13	-3.751
HCG27	-0.8225
KLK12	-2.689
HSD17B7	-1.61366666666667
ZNF354A	0.83675
PCDH11X	-0.357
DMGDH	-0.53825
PCBD2	1.34333333333333
TMC6	-0.03175
RIMS1	0.08175
SF3B2	0.393166666666667
RCN1	0.520833333333333
CPB1	-0.03575
BCAR3	1.403
FCRLB	-0.206625
PAK1IP1	0.22775
OR10H1	0.4085
KIF9	0.799
PITPNM2	-0.698625
L3MBTL4	1.17425
TGFB1	-1.7257
ZXDC	0.2525
SLC6A16	-0.94875
SRrp35	1.32825
LRRC8E	1.0505
PPIAL4	-0.810166666666667
EOMES	0.254666666666667
PAX2	0.476
SCARF2	1.05575
PSEN2	0.738916666666667
PCDHB13	1.516
C10orf28	-0.045125
DHRS7B	0.696357142857143
C1orf131	-1.1045
ASB1	0.00349999999999999
ZNF223	0.463333333333333
LCMT2	0.51825
MEP1A	-1.026
TMEM53	0.4545
RSPH3	0.3875
C10orf33	-1.5005
LOC644285	-1.74825
PTPN9	1.06116666666667
ABCA12	-4.123
CCDC37	-0.138
RUNDC1	0.1838
YES1	-0.930333333333333
FAM120AOS	-0.14025
OR5M3	0.8325
PPP1R3F	0.383583333333333
IL13	-0.349666666666667
MDFI	-1.58075
PRNT	0.63325
ZDBF2	-4.192
OR10C1	0.445666666666667
